given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id record
joshua,sherriff,159.0,portus place,sun city resort,blighp ar,2035,qld,,6454105,B_18587
tiana,ryan,146.0,doyle terrace,danric lodge,totteham,3355,sa,19280723.0,9762204,B_18588
capurso,ruby,7.0,erldunda circuit,bellbirdctge,jan juc,6233,vic,,4086300,B_18589
ellen,harrington,45.0,kardang street,cro ssands,balhannah,3168,vic,19130627.0,6204857,B_18590
madeleine,white,27.0,beagleistreet,apmntm03,morwll,4655,sa,19411110.0,3498158,B_18591
liam,gani,95.0,bramston st reet,,modbury eh ights,5013,qld,19831203.0,1175982,B_18592
,cocharne,7.0,monaro crescent,ballafkona,hendra,4128,qld,19361016.0,5263623,B_18593
,hindmarch,12.0,clisby close,florina park,bondi junction,4043,nsw,19140616.0,9203492,B_18594
joshua,pringlse,27.0,fred johns crescent,glenview,elwood,2640,sa,19720127.0,9406321,B_18595
will,carmody,7.0,waugh close,knoa,elwood,2067,vic,19540605.0,5434473,B_18596
kaitkin,katarski,6.0,gidabal street,lawley park,milperrs,802,nsw,19900303.0,1052599,B_18597
kyl,milse,10.0,michellstreet,tallinga park,hinchi nbrook,2575,tas,19160202.0,6888097,B_18598
amber,crouch,75.0,crisp tsreet,manning village,kyabram,2648,vic,19010309.0,2336725,B_18599
isabella,everett,25.0,pike mlace,rowethorpe,marsdn,2152,nsw,19110816.0,6653129,B_18600
kiera,lowe,208.0,acraman place,farm s hd,thorngury,2470,qld,19830616.0,8834013,B_18601
jack,andvrae,7.0,clelandojstreet,mundine30 km,cherrybrook,6025,vic,19260626.0,3267222,B_18602
sara,karlen,110.0,tarrantlcescent,kia-ora c ottage,parmelia,2145,vic,19520602.0,6200753,B_18603
thomas,kinnane,10.0,centaurus street,water vew,bondi junction,2010,nsw,19700907.0,9269196,B_18604
carmen,wisemdan,2.0,sherwin place,wangi shoppng centre,newborough,2216,wa,19000716.0,2741568,B_18605
kristen,reid,5.0,mckillop circuit,casuarina village,forest hill,3128,qld,19830801.0,8552844,B_18606
lachlan,fitzpatrick,131.0,,everbreen,malvern east,4715,act,19570909.0,5173073,B_18607
katharine,white,10.0,kirkwood crescent,glenpp,wahrddnga,4670,wa,19130608.0,7824077,B_18608
clement,white,4.0,knox s treet,bimby vale,campsie,6060,nsw,19960916.0,8856376,B_18609
chelsea,miles,23.0,illawarra court,rosehill,greensborough,2204,qld,19950926.0,1751900,B_18610
jasper,rylands,10.0,abernethy treet,,ingleburn,2784,nsw,19730615.0,9353426,B_18611
nathan,sieber,21.0,spowers circuit,,findony,2430,,19681127.0,8987260,B_18612
cain,owe,34.0,robertson street,hillsidw villas,sunshine,1245,nsw,19060725.0,6210006,B_18613
hayley,geoer,7.0,fitzroy street,kkonyrnk,bayswater,5260,nsw,19830315.0,5417788,B_18614
cooper,rovirq,19.0,maclaurin crescent,suunyrbae,broken hill,3414,qdl,19121113.0,8734370,B_18615
jacb,,24.0,petre srreet,lchaadir,berkele yvale,2320,nsw,19971123.0,9161275,B_18616
james,stearnes,8.0,leahy close,,bayswater,1395,nsw,19330802.0,9900161,B_18617
ryan,allsopp,25.0,warramoo crescent,shiloha,athetron,3796,qld,,5369163,B_18618
solomon,morrison,67.0,jarrahdale street,yalda ra,empire bay,2907,qld,19400406.0,5013206,B_18619
matthew,apted,1369.0,,pine tree,toowoon bay,2120,vic,19540130.0,5268631,B_18620
taylay,berry,58.0,corbin place,honey pa tch,brighton-le-sands,3041,vic,19650831.0,7786757,B_18621
callum,wheatley,3.0,john cleland crescent,murrong,florey,2063,nsw,19651106.0,9895199,B_18622
rebecca,spzrk,10.0,walker c rescent,,casino,4121,nsw,19990319.0,3829447,B_18623
,greewn,13.0,folingsby street,pint pot,queenscliff,2720,vic,19840808.0,9788564,B_18624
andrew,novak,9.0,blackman crescent,ra 23012,ashgrove,2204,nt,19131226.0,1378126,B_18625
ruby,bradcy,11.0,allott place,,wynnumw jst,2260,wa,19440101.0,7323803,B_18626
harley,paepke,24.0,callaghan street,hd aloenby,jindalee,7250,nsw,19120621.0,6421301,B_18627
,tiller,12.0,colebatchplace,brentwood vlge,jesmond,3163,vic,19280518.0,3425576,B_18628
kane,vincent,150.0,mcmillan crescent,balmoral garden,shoalhave nheads,4897,tas,19680908.0,4013554,B_18629
daniel,dinh,7.0,liffey circuit,rajamare,franks gon,3266,nsw,19941115.0,5337955,B_18630
steinert,jack,61.0,french street,meadows estate,adamstown,4350,vic,19460712.0,1716280,B_18631
jayden,death,13.0,lyle plce,omearas farm,leeton,2111,vic,19880218.0,2543380,B_18632
logan,dzino,46.0,marungaliavenue,medical centre,mount victoria,2075,nsw,19841102.0,5947755,B_18633
oliver,white,9.0,txllyard drxve,tievr tara,hawthorne,3068,,19310120.0,8686735,B_18634
chandler,laklynn,7.0,bangalaycrescent,carisbrook,mount gravatt,4122,nsw,19371103.0,3919587,B_18635
alexandra,clarke,17.0,hancocks treet,currimundi garden,st albans,3204,sa,19311219.0,6631451,B_18636
roberta,bishop,1.0,curtis place,,balaklava,3394,nsw,19261110.0,6627562,B_18637
joel,londesborough,108.0,arthur cricle,vlla 18 pacifi bay resort,kings park,5606,sa,19480110.0,6254331,B_18638
jackson,kellow,2.0,dumas sireet,rocklea,hamilton,6029,wa,19660925.0,8602157,B_18639
lachlan,pacey,15.0,wilshire street,cypress mgarden,wendouree,2770,,19711112.0,4723081,B_18640
jessica,kranz,,the mews royalhhotel bldg,brunton street,norwood,5159,sa,19880226.0,7412923,B_18641
samuel,gilbertson,7.0,phillips place,bulliac str eet,brewarrina,6151,qld,19581011.0,9448590,B_18642
alana,manson,52.0,,vivigani,cloverdale,2118,vic,19460725.0,4207566,B_18643
mia,mihaylov,1.0,igera palce,glenview,montmorency,7140,nsw,19480330.0,3359084,B_18644
heather,campbll,15.0,maitland street,southport retirement village,yinnar,4740,qld,19130206.0,4429120,B_18645
kane,tiller,19.0,verbrugghem street,karana hojestead,,2122,vic,19680109.0,4091125,B_18646
riley,webv,5.0,dent pla ce,,meadow srpings,2264,wa,19161013.0,1897297,B_18647
,willmot,19.0,fairweather circuit,meebery,cabramatta,3285,vic,19450224.0,5540735,B_18648
isabella,spikcer,,lumeah street,lochinvah,boyne island,2780,wa,19130404.0,1159942,B_18649
alyssa,arits,82.0,mceachern crescent,willerz,cabramatta,3064,qld,19220615.0,9906451,B_18650
emiily,miels,15.0,dartnell street,murrawarra,woodgate,7310,tas,19280417.0,6959390,B_18651
deakyn,bl ake,251.0,middleton circuit,rowethorpe,avalon beach,5171,nsw,19540831.0,2780999,B_18652
emma,hage,43.0,ballumbir street,opal cov resort,newmarket,6061,nsw,19381225.0,3230581,B_18653
,durbridge,64.0,macarthur avenue,little pddocks,albury,4680,nsw,19820308.0,4922810,B_18654
sarah,green,9.0,mceachern crescent,watchornd hill,southbank,3163,qld,19550529.0,5453855,B_18655
taylor,bevish,20.0,spofforth street,,burwood,3177,nsw,19270430.0,6848520,B_18656
cameron,cioffi,11.0,,inverneath,newf arm,2153,qld,19860725.0,7511789,B_18657
hayley,doaln,59.0,,delicate nobby street,,5031,qld,19960713.0,1276506,B_18658
jack,carvone,55.0,wrenfordsley place,,moira,2038,vic,19710726.0,1202844,B_18659
barnaby,moody,1.0,learmonht drive,sun city resort,emerald beach,2480,act,19150718.0,7082194,B_18660
max,bradshaw,,marrakai street,arkava,rollesron,3108,vic,19621220.0,4677446,B_18661
lachlnn,reid,5.0,carrington road,legacy vlge,yagoona,2446,nsw,19500531.0,3232033,B_18662
erin,campbell,11.0,learmonth drive,lassaan,dulwich hill,4261,,19790408.0,5750866,B_18663
dylan,millar,58.0,,the wi llows,woodbuen,2034,nsw,19330911.0,8113457,B_18664
holly,tootell,13.0,moynihan street,kalga,nambour,2500,vic,19030610.0,1590927,B_18665
dityt,jessi ca,22.0,dunlop street,oak-lodeg,bundaberg,3183,nsw,19500328.0,6813350,B_18666
jacqueline,tomiich,34.0,giles street,noorls,kilsyth,7030,wa,19230609.0,5698710,B_18667
riley,webv,5.0,dent pla ce,,meadow srpings,2262,wa,19161013.0,1897297,B_18668
mloly,clarke,398.0,cameronsrteet,stonyridge,windsor,5806,nsw,19210202.0,2679994,B_18669
james,hebberman,26.0,phillis lace,twenty-third avenue p harmacy (cnr mawarr,ettalong,2326,vic,19760410.0,1748689,B_18670
,radinger,5.0,namarva station,chandler street,hawthorn,2614,vtc,19120808.0,8644024,B_18671
lucy,eglinton,15.0,jefferis street,,midway point,3050,wa,19070301.0,3897066,B_18672
charlotte,,234.0,mcgee pkace,alla ndale,cranbourne,3124,vic,19310604.0,8602736,B_18673
garcia,gabrielle,74.0,kehlhfo,duttoh street,burwood,4311,sa,19081210.0,2519794,B_18674
nathan,clarke,12.0,forbes street,rainbow park rp 8965,flinde rs park,2117,qld,19500725.0,5135466,B_18675
renee,renfrey,24.0,serpentine street,retmntvvlge,winchelsea,2176,wa,19690305.0,5153203,B_18676
kai,mason,37.0,trimmer place,glenlee,warrane,4123,nsw,19651116.0,3359595,B_18677
tabitha,orchard,2.0,marsden qstreet,john flynn medical centre,mount low,3179,nsw,19230831.0,1102361,B_18678
jessiac,bastiaans,130.0,beazley crescent,,ingleburn,3033,qld,19270912.0,7965000,B_18679
jordan,howie,28.0,hazel smit h crescent,cala sona,paranowie,2120,vic,19510822.0,1204980,B_18680
lara,stirpe,60.0,wilshire street,,wanneroo,2106,wa,,7108358,B_18681
georgia,metaxiotis,15.0,augustus way,,tuart hill,3196,vic,19130627.0,5883327,B_18682
silas,coulson,29.0,bindon place,warra creek,kempsey,6457,nsw,19770903.0,3722652,B_18683
hayden,needham,1.0,daintree crescent,kiowua,corrimal,3218,nsw,19020930.0,4674771,B_18684
owen,haeusler,9.0,martley circuit,,mooroolbark,5083,qld,19361018.0,2837091,B_18685
robert,nguyen,26.0,willoughby crescent,wand endi,dianekla,5155,nsw,19381017.0,4982192,B_18686
emiily,green,8.0,kurria place,oceanbeach ca ravan park,north rocks,5095,nsw,19810514.0,6240008,B_18687
connlr,asendorf,21.0,falkiner place,luskincourt,oraneg,4032,vic,19290430.0,6699074,B_18688
stephanie,rasci,9.0,downer place,vlla 18 pacific bay resort,springfield,3523,nsw,19930112.0,3232396,B_18689
noaj,scott-jackson,47.0,kosciusko avenue,upper flat,punchbowl,4306,nsw,19811218.0,2859455,B_18690
callum,jancek,2.0,darley p lace,garema plae surgery,ballarat zorth,4745,nsw,19201229.0,2980733,B_18691
natalie,clarke,11.0,narryer close,,aranah ills,3016,vic,19281031.0,8177483,B_18692
raquel,staude,44.0,ebdens treet,,terrey hills,3087,nsw,,2866688,B_18693
paterson,emiily,7.0,gruner street,plat ina,seaforth,5157,vic,19840318.0,7177837,B_18694
dale,shreriff,16.0,oxley street,brentwood vlge,whitton,2024,vic,19850402.0,4498531,B_18695
matilda,snell,19.0,grylls crescent,family da y care,trevallcn,3186,vic,19870819.0,3860203,B_18696
stephanie,tuckwell,6.0,weddin circuit,hillsidrfarm,scarborough,4125,sa,19920918.0,7564218,B_18697
emiily,maida,27.0,beaneystreet,blue gum park,padstow,3340,qld,19790818.0,7320684,B_18698
rees,aidan,27.0,ferguson qrcuqt,,camp hull,4502,nsw,19060524.0,3860536,B_18699
jacqueline,verco,11.0,girdlestone circuit,kingston tower,cliftons prings,4152,,19340706.0,1075870,B_18700
beth,donaldson,24.0,crisp circuit,,camoleal,4730,vic,19461229.0,6917434,B_18701
layla,,71.0,howitt street,oaklan,kirwhan,4210,wa,19201015.0,4834950,B_18702
joanna,needham,238.0,britten-joes drive,gogulgerstock,albury,5081,qld,19760124.0,3761376,B_18703
bianca,clarke,59.0,florencetaylor street,circlec ourt,chittaway point,2330,vic,19400401.0,6129111,B_18704
tiana,gr een,18.0,grylls cerescent,rsl veterans retir,blkehurst,4670,qld,19151215.0,6565990,B_18705
,grainger,31.0,,vinda oldge,winthrop,3631,vic,19251017.0,9094252,B_18706
matthews,carky,14.0,mcnamara street,henry kendqll hostel,arooa,2275,nsw,19460115.0,6001116,B_18707
cooper,nguyen,,burrinjuck crescent,dawlish,bateman,6059,qld,19700105.0,2035745,B_18708
,georhe,15.0,,wurtulla shooping vlge,naroomj,4114,qld,19430207.0,5897606,B_18709
,parashar,773.0,tytherleigh street,,eastwood,4605,sa,19900510.0,1990268,B_18710
abigail,paterson,2.0,begaflats,bowenoark,blakehurst,4151,tas,19021218.0,3213309,B_18711
samuel,rudd,46.0,powlett street,,kingston,3453,sa,19580819.0,7309587,B_18712
simon,clarke,21.0,verdonstsreet,antanoff' south,warracknabeal,2777,vic,19630730.0,1009287,B_18713
kati,jolly,26.0,reuther street,aprtmt 34,,2780,nsw,19690224.0,4300643,B_18714
kyle,kyricaou,6.0,brigalow street,kilacloran,surfersp aradise,2528,vic,19560704.0,6294045,B_18715
amh,flannery,15.0,timberscombe,jansz crescent,lakemba,5556,qld,19871219.0,1702911,B_18716
samuel,coukson,1186.0,wheatley street,,acland,3183,qld,19050630.0,1100698,B_18717
oliver,pimershofer,23.0,betts place,moondaook,pakenham,3104,nsw,19431226.0,4369551,B_18718
katherine,lovk,16.0,kootingas treet,,montmorency,3023,nsw,19400714.0,9161147,B_18719
mitchell,flannery,2.0,wilkins street,paradise syprings,toowoomba,5088,vic,19581016.0,8712141,B_18720
amy,blake,351.0,prevost place,warramjnda,hammondivlle,4422,nws,19920715.0,6686050,B_18721
hayden,beattie,5.0,monaro cre scent,sandilnads,cloverdale,4059,qld,19530424.0,4745672,B_18722
charles,matthews,2.0,magarey place,rowethorpe,penbuin,2560,qld,19150316.0,5165120,B_18723
ryan,angelina,1.0,andrews street,glenmore,bowming,2221,nsw,19460915.0,3778166,B_18724
zachary,coffye,21.0,fellows street,brigalow court,kariong,5301,qld,19240219.0,4912880,B_18725
zacary,white,54.0,shain place,,glenwood,3840,vic,19111109.0,7091861,B_18726
alessandra,thorpe,33.0,crowder ckrcuit,melrosefarm,karalee,7250,qld,19080406.0,8221563,B_18727
blzke,doray,9.0,muresk street,,st albans,2307,qld,19410221.0,6927749,B_18728
lara,stanley,89.0,napper place,,carlingford,3139,qld,19380827.0,4712092,B_18729
,white,24.0,maddock place,headland garden,roseb ay,2380,qld,19560217.0,8506035,B_18730
imogen,novak,40.0,ebden istreet,carinya vlge,mooroolbark,5074,vic,19870905.0,5546417,B_18731
white,marleigh,91.0,,yengola,kempsey,2536,nsw,19831227.0,6262171,B_18732
noah,tillee,264.0,miranda place,,mullumbimby,3131,nsw,19780216.0,7578909,B_18733
,dieckmann,,mckinle circuit,rsl building,panoarma,2225,nsw,19820207.0,8380171,B_18734
james,webb,15.0,chapman street,fl r3,lutwyche,4033,sa,19320926.0,3970231,B_18735
benamin,spaans,72.0,ellerstonavenue,birkebnau,kulnura,5082,qld,19010804.0,1924477,B_18736
jasmine,pavli,44.0,fellow sstreet,little pines,woodville south,6230,sa,19610408.0,7668302,B_18737
jukic,jesse,174.0,dirrawan garden,cranbrook,coconut grove,2206,nsw,19411121.0,6016032,B_18738
emiily,campbell,8.0,cowan steret,plantation caravn park,caisno,2113,qld,19531029.0,3909212,B_18739
sophie,friswell,40.0,sunbury,shannon xircuit,geurie,3181,nsw,19050421.0,7502749,B_18740
benjamin,rivers,31.0,barlow street,doribkn,alice springs,2298,vic,19160517.0,4713796,B_18741
benjamin,herbert,,vonwilleer crescent,,geelong east,3163,nsw,19310822.0,6246038,B_18742
jesse,sarnyai,67.0,sandover circuit,morris twoers,ballarat,2071,qld,19350511.0,7047460,B_18743
,white,28.0,young str eet,ripplevale,maydena,3102,nsw,19260930.0,2545305,B_18744
ella,egliinton,3.0,alexander mackie circuit,treetops,frankston,2450,nsw,19630129.0,1794441,B_18745
capurso,ruby,7.0,erldunda circuit,bellbirdctge,jan juc,6233,vic,,4086300,B_18746
shanaye,averats,162.0,benjami n way,ashville,bamawm,3175,qld,19340625.0,8786773,B_18747
alexandra,hied,27.0,tweddle place,barley hill,williamstown,3055,vic,19070929.0,3625008,B_18748
holly,ang,9.0,pinkerto circuit,professional centre,robina,3919,vic,19300225.0,1127897,B_18749
tomney,chloe,24.0,woollum street,carranya,pymble,2321,nsw,19901223.0,8831246,B_18750
teaha,kyriacou,17.0,iron place,,tambo pper,2783,nsw,19720829.0,6810695,B_18751
cassandra,cappelluti,3.0,flecker place,,holden hill,2592,nsw,19350419.0,7613246,B_18752
matthew,bozzetti,79.0,braminastation,lakewoo destate,vemont,6027,qld,19670905.0,1057227,B_18753
ruby,mcphie,12.0,hambidgecrescent,namarva station,ballarat,4868,nsw,19470101.0,3454863,B_18754
cleb,thorpe,4.0,river street,,granville,2641,nsw,19590118.0,7916134,B_18755
chelsea,blake,21.0,chandler street,extnesion,swan hill,2306,,19831115.0,2342307,B_18756
madison,cowle,14.0,port jackson circuit,marriottdowns,newmollyan,4215,sa,19280625.0,9403686,B_18757
breaenne,demarco,21.0,shenton crescent,,hamilton,3804,nsw,19170802.0,3018112,B_18758
,colquhoun,11.0,strong place,ocean star villas,modbruy,2213,qld,19621022.0,3058669,B_18759
taliah,,17.0,,glenview,north turramurra,5540,nsw,19906111.0,7724515,B_18760
diloln,lowe,31.0,faithfull circuit,mlc c entre,colac,2088,now,19961116.0,6464208,B_18761
luke,barisica,4.0,macarth u rplace,kurrajong,windsor,5365,nsw,19510612.0,6325283,B_18762
georgia,carmoldy,107.0,ashburton circuit,,wamuran,3936,nsw,19660406.0,9507232,B_18763
jessica,kranz,,the mews royalhhotel bldg,brunton street,norwood,5159,sa,19880226.0,7412923,B_18764
darccy,bullock,95.0,ashleo drive,star court rcade,rosebud,2171,nsw,19660224.0,2192983,B_18765
joshua,avdic,8.0,archdal l street,nioa,nunawading,3134,nsw,19200415.0,9571448,B_18766
shanaye,navarro,103.0,central coast van park,frater crescent,dulwich hill,3064,vic,19211104.0,9601221,B_18767
abbey,robsn,9.0,burrendong street,ashell,toukley,4000,nsw,19441016.0,6090364,B_18768
nikita,green,4.0,greenough circuit,glenmarla drmb 2563,elizabeth south,2504,nsw,19941002.0,8531091,B_18769
rosie,dixon,28.0,chataway crescent,burrmaunda,penshurst,2558,nsw,19960211.0,3496771,B_18770
beth,maso,10.0,barnett close,dianella masonic vlilage (cnr cornwell s,clifton springs,7320,wa,19241109.0,1571902,B_18771
,clarke,9.0,biddellplace,laurieton hvn ret,collie,4120,vic,19430622.0,7449892,B_18772
amy,noble,2335.0,marcusclarke street,oakdale,punchbowl,4695,vic,19470518.0,8727631,B_18773
madeline,whithear,5.0,eggleston crescent,tinaroo falls,bunbury,4019,vic,19090324.0,8752227,B_18774
jesse,twigg-pattcerson,2.0,mcclelland avenue,craigi e-lea,ringwoo e ast,2071,nsw,19290118.0,7885517,B_18775
william,robson,77.0,springvale drive,magpie spings,lowood,4151,,19520721.0,2322463,B_18776
reece,bryce,113.0,gravse place,mt forjr est,kelmscltt,5088,vic,19301007.0,4462693,B_18777
emiily,miels,15.0,dartnell street,murrawarra,woodgate,7310,tas,19280417.0,6959393,B_18778
hamish,web,10.0,melrose rdive,grandview,south erth,3074,vic,19200409.0,6364419,B_18779
webb,april,25.0,anketell street,sec 437p,millmerran,2226,vic,19060125.0,3661897,B_18780
jake,torzillo,193.0,frew close,howie cifcuit,darlington,3875,vic,19370321.0,1546559,B_18781
sylvie,white,33.0,,nomorea,armidale,4551,sa,19580901.0,8709612,B_18782
gillan,lilee,32.0,yarra street,gln-rin,leongatha,2518,,19510828.0,6966115,B_18783
shaun,stanley,17.0,,callatoota,northwood,2217,nsw,19450829.0,7849495,B_18784
shakirah,corver,167.0,noala ntreet,willrea,yarraville,2165,vic,19870127.0,1740012,B_18785
liam,graniger,63.0,magrath crescent,brindabella spe cialist centre,mclaren flat,2014,nsw,19690906.0,9030528,B_18786
elie,hirzel,162.0,angas street,,stoneville,3209,vic,19710723.0,8829577,B_18787
riey,pascoe,68.0,lexcen avenue,,south brisane,7035,sa,19380905.0,7792395,B_18788
jade,stronach,4.0,broadsmith street,miami,cohuna,2251,nsw,19090102.0,5258162,B_18789
cenatempo,archer,15.0,chauncy crescent,kildrummie,armiale,3616,sa,19060824.0,1111899,B_18790
ky,renfrey,9.0,southwell street,cottagerose,tooperang,4217,vic,19290827.0,6382127,B_18791
mia,crofts,11.0,nunan crescent,wilag,millmerran,4850,sa,19550722.0,3041807,B_18792
vavic,ben,62.0,blamey crescent,paling south,kyogle,3170,wa,19410903.0,5394712,B_18793
courtney,okulewhicz,12.0,hodgson cr escent,,forrestfield,4214,tas,19990419.0,1581871,B_18794
isabela,pride,29.0,porteousjcrescent,,black rock,2062,vic,19630926.0,7058877,B_18795
chlgoe,,17.0,clyne place,,scarness,2478,nsw,19800606.0,2830335,B_18796
eleni,bartel,11.0,weave ll place,motnrose,toowoomba,2063,qld,19090725.0,4998898,B_18797
abbey,colquhoun,21.0,buntine crescent,glen e den,thornlie,2390,nsw,19960607.0,7703106,B_18798
charles,hassall,1.0,lansellc ircuit,maryldos,riverwood,3630,nsw,19650121.0,5882376,B_18799
lachlan,hukowsykj,18.0,laidle y place,maria,brighton-le-sands,2137,nsw,19821022.0,2246928,B_18800
lachlan,rau,68.0,loxton place,mntrse,dedearng,3377,wa,19260502.0,1638351,B_18801
william,ziswiler,68.0,bellchambers crescent,galloway,malvern,2215,vic,19010406.0,5172369,B_18802
solomon,hannagan,83.0,clemenger street,brookfield,forrestfield,4216,sa,19890520.0,3944717,B_18803
kyle,rewe,20.0,moorhousedstreet,,blacktown,5540,vic,19091121.0,8852766,B_18804
dominc,woodmansee,500.0,sculptor street,calleen farm,punchbowl,6111,nsw,19170707.0,4369787,B_18805
renee,havrda,51.0,salimtal,cuthbertson crescent,firle,5089,vic,19500910.0,3898443,B_18806
hannkh,maynard,3.0,oaklands village,fizelle place,toowoomba,2340,,19971104.0,3318159,B_18807
talah,campbell,418.0,bean crescent,warramby,hopperscrissing,4208,qld,19601111.0,3013090,B_18808
chloe,white,101.0,goldstein ctrescent,brentwood vlge,stoneyford,2212,nsw,19181228.0,5862107,B_18809
zac,bellchambers,19.0,michael holt crescent,duc kcreek,kemblawarra,6104,nsw,19870104.0,4503098,B_18810
hohn,josephine,8.0,pandanus sreet,rosebridge,avoca beach,3173,vic,19440501.0,1426564,B_18811
lily,marris,28.0,deumongascourt,fouways,ulverstone,3048,nsw,19980524.0,4654900,B_18812
isabelle,morrison,72.0,majuraavenue,rockviiew,sherwood,4164,sa,19940413.0,5896664,B_18813
chevonne,montakvo,42.0,baskerville street,kangaro o grnd,ventnor,2310,vic,19620511.0,7935536,B_18814
holly,du,115.0,harrick s crescent,shopping vlilage,brighton,2162,vic,19390830.0,5581617,B_18815
katie,kesrlake,5.0,were tsreet,,narre wraren north,3977,vic,19591030.0,1600754,B_18816
sophie,nicolle,93.0,,hilltop hos tel rowethorpe,upwey,3305,vic,19990623.0,1307303,B_18817
marleqigh,paterson,28.0,canopus crescent,kirkladns,devonport,2800,vic,19820824.0,7472468,B_18818
evan,calio,40.0,sugarloaf tcircuit,mulvra,karalee,3033,nsw,19251026.0,1186290,B_18819
teahva,rawlings,21.0,charterisville avenue,moonby downs,toowoomba,4006,sa,19601115.0,9235491,B_18820
bekla,coleman,26.0,yollauplace,hounbank,whitfield,5007,nsw,19480127.0,9581654,B_18821
rifey,dumbrell,11.0,terry close,,naremborn,3031,qld,19870116.0,3888893,B_18822
isabella,salt,1.0,kingsmill street,town & country c aravn park,wyee,2156,wa,19850103.0,8443768,B_18823
zara,,27.0,o'conno rc ircuit,fm226,horsley,2256,nswr,19730628.0,8230398,B_18824
joran,,22.0,raymond srreet,norillee,newborough,2303,nsw,19440528.0,2601600,B_18825
luke,wardle,30.0,holyman street,middle ridge medicale ntre (cnr ramsay,kirwan,3073,wa,19500525.0,9974023,B_18826
samantha,,,o'sullivan street,brentwood vlge,yarra jubction,7320,vic,19380113.0,3912051,B_18827
brooe,burford,28.0,,moolooboola,kinglake west,4560,nsw,,7438993,B_18828
benjamin,constance,15.0,coventry close,omeo,wahroonga,3079,qld,19620628.0,4562356,B_18829
tyler,doan,189.0,staaten crescent,,kingsford,6059,qld,19822028.0,6683175,B_18830
molly,slape,23.0,currie crescentm,dickson family practice,glenwod,2777,wa,19530127.0,6905342,B_18831
shanaye,averats,162.0,benjami n way,ashville,bamawm,3175,qld,19340625.0,8786773,B_18832
tobp,roles,63.0,chippindall circuit,,peregian beach,2337,nsw,19770325.0,8154319,B_18833
hannzh,carbray,5.0,rawson street,cranbrooke,mayfield,2032,wa,19170912.0,7822273,B_18834
lauren,mcneill,,caley crescent,gimberts road,kilsyth,3752,qld,19050527.0,4744679,B_18835
jacob,mcfaddeen,70.0,cowdery lace,plumpotn park,sunshine,5086,nsw,19090731.0,9735499,B_18836
mckane,caleb,21.0,lochee plce,,auburn,3083,nsw,19370320.0,3598063,B_18837
sophie,haythorpe,12.0,bamforedstreet,,alligator creek,6230,sa,19670809.0,3361594,B_18838
caitliun,luckens,180.0,ortloff place,brokenspoke,ryde,4051,qld,19640720.0,3391457,B_18839
,lodge,18.0,haynesplace,glenfin estation,flagstaff hill,6060,vic,19651012.0,1604189,B_18840
,campbell,282.0,osburndrive,white patch,carralra,6030,vic,,2172403,B_18841
calvin,herbert,5.0,shortland rcescent,kookpburr pvillpge,kaloama,3130,nsw,19990902.0,4778880,B_18842
brigette,marow,56.0,binya place,toowoombia,frankstn,2263,qld,19981021.0,6603838,B_18843
liam,pauch,1005.0,elvire place,nara da,bronte,2137,tas,19470324.0,4505367,B_18844
emma,maynard,18.0,chillagoe s treet,little springhurst,lower mitcham,4051,vic,19931210.0,8245281,B_18845
toby,grosser,52.0,moulden court,burnie thompson park,ulversyone,6258,nsw,19141208.0,6723789,B_18846
imowen,whillas,121.0,embley street,flowerydale,molong,2170,tas,19090319.0,7145066,B_18847
matisse,fawkner,14.0,satchellplace,thorhdale,ashgrove,3995,qld,19990605.0,9611984,B_18848
megan,hunns,37.0,blackbur n street,lazy acres,bassendean,3070,qld,19430114.0,2634931,B_18849
luke,mccartyy,5.0,bandjalongcrescent,,north curl curl,2160,nsw,19521124.0,9203828,B_18850
jayden,death,13.0,lyle plce,omearas farm,leeton,2111,vic,19880218.0,2543380,B_18851
noah,rawligs,6.0,melroseidrive,lethbridge court,darlington,3216,nsw,,8526649,B_18852
pearson,shepherdv,13.0,de graaff street,,beverly hills,2650,vic,19020705.0,6334586,B_18853
,grubb,10.0,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211.0,6333533,B_18854
jack,shadbolt,8.0,allunga,julia flynn avenue,alice springs,3550,sa,19270523.0,8908609,B_18855
harry,bradshaw,51.0,musca zplace,longridge,hihydahe,2137,qld,19961111.0,3683424,B_18856
rebecca,coulosxn,31.0,groote place,rosemount,aldgate,3053,sa,19700209.0,5885868,B_18857
joshua,yeoman,7.0,drysdale circuit,,camp holl,6150,nsw,19791212.0,3599370,B_18858
william,nguyenh,52.0,tantangara street,anzachouse (cnr archer s street,kingsthorpe,2580,sa,19341203.0,9928610,B_18859
hannah,birkin,7.0,tregear close,highfields spceialist centre,port macquarie,6065,nsw,19140127.0,3152369,B_18860
zachary,ebert,8.0,rounsevelk street,lake road,mount gravatt,2112,nsw,19261127.0,1502014,B_18861
bethany,white,24.0,,hybernia park,bittern,3075,vic,19910219.0,8903580,B_18862
lews,hursdy,6.0,mawson drive,yengola,,4221,vic,19080210.0,6791213,B_18863
makenzi,chandler,,duffy street,,hoppers crossing,2615,wa,19711213.0,9713887,B_18864
timothy,soulemezzis,18.0,allambee street,brentwood vlge,balaklava,2590,vic,19010923.0,1004889,B_18865
caitlin,coxaon,144.0,evergood mclose,blue gum park,smithfield,3109,act,19160701.0,4213502,B_18866
